"","data_ts","trend_cycle"
"212",101.5,101.260026081764
"213",101.2,101.229243790432
"214",101,101.033844789527
"215",100.8,100.969482350652
"216",101.2,101.088960968044
"217",101.5,101.327343034074
"218",101.5,101.429285345725
"219",101.8,101.763691130569
"220",101.9,102.00833846019
"221",102.2,102.421998872884
"222",102.4,102.531867573511
"223",102.7,102.704617740299
"224",103.1,102.7186272676
"225",102.6,102.57602272066
"226",102.6,102.563144685702
"227",102.4,102.55444097922
"228",102.3,102.343875021125
"229",102.4,102.412607360555
"230",102.5,102.566152798819
"231",102.8,102.73468482959
"232",103,102.949181119852
"233",103,103.033908884445
"234",103.1,103.106011470988
"235",103.1,103.154128921289
"236",103.5,103.20728417478
"237",102.9,103.016774294805
"238",102.8,102.871617213779
"239",102.6,102.781583633553
"240",102.8,102.775533586887
"241",102.9,102.767234757952
"242",102.8,102.836264794755
"243",102.9,102.836000289466
"244",103,102.952847629415
"245",102.8,102.873865464486
"246",102.9,102.919841843003
"247",102.7,102.788687252359
"248",103,102.671593282811
"249",102.3,102.449691509042
"250",102.5,102.579727526555
"251",102.4,102.59505892591
"252",102.6,102.625423983122
"253",103.3,103.079213333248
"254",103.4,103.373979643296
"255",103.7,103.5593143839
"256",104.1,104.068312521848
"257",104.1,104.286174471036
"258",104.2,104.29493965625
"259",104.7,104.741786516424
"260",105.1,104.777290150874
"261",104.9,105.071496370131
"262",105.6,105.598733818902
"263",106.2,106.314394828249
"264",106.6,106.865085394732
"265",108.3,108.048949796959
"266",109.3,109.065701569642
"267",110.4,110.016967565201
"268",110.3,110.667588756751
"269",111.2,111.612224633791
"270",112.5,112.212622359
"271",113,112.943289542054
"272",113.9,113.964202100808
"273",114.2,115.028020240953
"274",118.1,116.902869357284
"275",118.7,118.520515920623
"276",119,119.890164167873
